threshold,sensitivity,specificity,precision,f1,accuracy,youden,tp,fp,tn,fn
0.785,0.23026315789473684,0.9773371104815864,0.6862745098039216,0.3448275862068965,0.844988344988345,0.20760026837632317,35,16,690,117
0.79,0.23026315789473684,0.9787535410764873,0.7,0.3465346534653465,0.8461538461538461,0.2090166989712241,35,15,691,117
0.795,0.2236842105263158,0.9787535410764873,0.6938775510204082,0.3383084577114428,0.844988344988345,0.20243775160280308,34,15,691,118
0.8,0.2236842105263158,0.9801699716713881,0.7083333333333334,0.33999999999999997,0.8461538461538461,0.2038541821977038,34,14,692,118
0.805,0.2236842105263158,0.9801699716713881,0.7083333333333334,0.33999999999999997,0.8461538461538461,0.2038541821977038,34,14,692,118
0.81,0.21710526315789475,0.9801699716713881,0.7021276595744681,0.3316582914572865,0.844988344988345,0.19727523482928278,33,14,692,119
0.815,0.21710526315789475,0.9801699716713881,0.7021276595744681,0.3316582914572865,0.844988344988345,0.19727523482928278,33,14,692,119
0.82,0.21052631578947367,0.9801699716713881,0.6956521739130435,0.32323232323232326,0.8438228438228438,0.19069628746086176,32,14,692,120
0.825,0.21052631578947367,0.9801699716713881,0.6956521739130435,0.32323232323232326,0.8438228438228438,0.19069628746086176,32,14,692,120
0.83,0.19736842105263158,0.9801699716713881,0.6818181818181818,0.30612244897959184,0.8414918414918415,0.17753839272401972,30,14,692,122
0.835,0.19736842105263158,0.9815864022662889,0.6976744186046512,0.30769230769230776,0.8426573426573427,0.17895482331892043,30,13,693,122
0.84,0.19736842105263158,0.9815864022662889,0.6976744186046512,0.30769230769230776,0.8426573426573427,0.17895482331892043,30,13,693,122
0.845,0.19736842105263158,0.9830028328611898,0.7142857142857143,0.30927835051546393,0.8438228438228438,0.18037125391382136,30,12,694,122
0.85,0.19078947368421054,0.9830028328611898,0.7073170731707317,0.3005181347150259,0.8426573426573427,0.17379230654540034,29,12,694,123
0.855,0.19078947368421054,0.9830028328611898,0.7073170731707317,0.3005181347150259,0.8426573426573427,0.17379230654540034,29,12,694,123
0.86,0.18421052631578946,0.9830028328611898,0.7,0.29166666666666663,0.8414918414918415,0.16721335917697933,28,12,694,124
0.865,0.17763157894736842,0.9830028328611898,0.6923076923076923,0.28272251308900526,0.8403263403263403,0.1606344118085583,27,12,694,125
0.87,0.17105263157894737,0.9844192634560907,0.7027027027027027,0.2751322751322752,0.8403263403263403,0.155471895035038,26,11,695,126
0.875,0.17105263157894737,0.9844192634560907,0.7027027027027027,0.2751322751322752,0.8403263403263403,0.155471895035038,26,11,695,126
0.88,0.15789473684210525,0.9844192634560907,0.6857142857142857,0.2566844919786096,0.837995337995338,0.14231400029819596,24,11,695,128
0.885,0.1513157894736842,0.9844192634560907,0.6764705882352942,0.24731182795698925,0.8368298368298368,0.13573505292977495,23,11,695,129
0.89,0.14473684210526316,0.9844192634560907,0.6666666666666666,0.23783783783783782,0.8356643356643356,0.12915610556135393,22,11,695,130
0.895,0.14473684210526316,0.9858356940509915,0.6875,0.23913043478260868,0.8368298368298368,0.13057253615625464,22,10,696,130
0.9,0.13157894736842105,0.9858356940509915,0.6666666666666666,0.21978021978021978,0.8344988344988346,0.1174146414194126,20,10,696,132
0.905,0.1118421052631579,0.9858356940509915,0.6296296296296297,0.1899441340782123,0.831002331002331,0.09767779931414933,17,10,696,135
0.91,0.10526315789473684,0.9858356940509915,0.6153846153846154,0.1797752808988764,0.8298368298368298,0.09109885194572831,16,10,696,136
0.915,0.09868421052631579,0.9858356940509915,0.6,0.1694915254237288,0.8286713286713286,0.08451990457730729,15,10,696,137
0.92,0.09868421052631579,0.9872521246458924,0.625,0.17045454545454547,0.8298368298368298,0.08593633517220822,15,9,697,137
0.925,0.09868421052631579,0.9872521246458924,0.625,0.17045454545454547,0.8298368298368298,0.08593633517220822,15,9,697,137
0.93,0.09868421052631579,0.9886685552407932,0.6521739130434783,0.17142857142857143,0.831002331002331,0.08735276576710893,15,8,698,137
0.935,0.09210526315789473,0.9886685552407932,0.6363636363636364,0.16091954022988506,0.8298368298368298,0.08077381839868791,14,8,698,138
0.94,0.07894736842105263,0.990084985835694,0.631578947368421,0.14035087719298245,0.8286713286713286,0.06903235425674659,12,7,699,140
0.945,0.07894736842105263,0.990084985835694,0.631578947368421,0.14035087719298245,0.8286713286713286,0.06903235425674659,12,7,699,140
0.95,0.07236842105263158,0.990084985835694,0.6111111111111112,0.12941176470588237,0.8275058275058275,0.06245340688832557,11,7,699,141
0.955,0.07236842105263158,0.990084985835694,0.6111111111111112,0.12941176470588237,0.8275058275058275,0.06245340688832557,11,7,699,141
0.96,0.07236842105263158,0.9929178470254958,0.6875,0.13095238095238093,0.8298368298368298,0.06528626807812743,11,5,701,141
0.965,0.07236842105263158,0.9929178470254958,0.6875,0.13095238095238093,0.8298368298368298,0.06528626807812743,11,5,701,141
0.97,0.06578947368421052,0.9943342776203966,0.7142857142857143,0.12048192771084337,0.8298368298368298,0.06012375130460712,10,4,702,142
0.975,0.05921052631578947,0.9957507082152974,0.75,0.10975609756097561,0.8298368298368298,0.05496123453108681,9,3,703,143
0.98,0.05921052631578947,0.9957507082152974,0.75,0.10975609756097561,0.8298368298368298,0.05496123453108681,9,3,703,143
0.985,0.05263157894736842,0.9957507082152974,0.7272727272727273,0.09815950920245399,0.8286713286713286,0.048382287162665794,8,3,703,144
0.99,0.046052631578947366,0.9971671388101983,0.7777777777777778,0.08695652173913043,0.8286713286713286,0.043219770389145706,7,2,704,145
0.995,0.019736842105263157,0.9985835694050992,0.75,0.03846153846153846,0.8251748251748252,0.018320411510362344,3,1,705,149
1.0,0.0,1.0,0.0,0.0,0.8228438228438228,0.0,0,0,706,152
